ageband,year,pop,deaths,people,rate
00-04,2010,Male Maori,0,44240,0
05-09,2010,Male Maori,0,36830,0
10-14,2010,Male Maori,2,36600,5.46448087431694
15-19,2010,Male Maori,13,33900,38.3480825958702
20-24,2010,Male Maori,14,26860,52.1221146686523
25-29,2010,Male Maori,8,19980,40.04004004004
30-34,2010,Male Maori,6,18850,31.8302387267905
35-39,2010,Male Maori,5,20020,24.975024975025
40-44,2010,Male Maori,9,19210,46.8505986465383
45-49,2010,Male Maori,6,18660,32.1543408360129
50-54,2010,Male Maori,3,15450,19.4174757281553
55-59,2010,Male Maori,1,11740,8.51788756388416
60-64,2010,Male Maori,1,8770,11.4025085518814
65-69,2010,Male Maori,0,5870,0
70-74,2010,Male Maori,0,4180,0
75-79,2010,Male Maori,0,2320,0
80+,2010,Male Maori,0,1580,0
Total,2010,Male Maori,68,325000,20.9230769230769
00-04,2011,Male Maori,0,44690,0
05-09,2011,Male Maori,1,37110,2.69469145782808
10-14,2011,Male Maori,2,36960,5.41125541125541
15-19,2011,Male Maori,23,34100,67.4486803519062
20-24,2011,Male Maori,12,27560,43.5413642960813
25-29,2011,Male Maori,14,20000,70
30-34,2011,Male Maori,10,18680,53.5331905781585
35-39,2011,Male Maori,4,19550,20.460358056266
40-44,2011,Male Maori,7,19580,35.7507660878447
45-49,2011,Male Maori,6,18750,32
50-54,2011,Male Maori,4,16120,24.8138957816377
55-59,2011,Male Maori,2,12300,16.260162601626
60-64,2011,Male Maori,0,9330,0
65-69,2011,Male Maori,0,6120,0
70-74,2011,Male Maori,0,4410,0
75-79,2011,Male Maori,0,2460,0
80+,2011,Male Maori,0,1720,0
Total,2011,Male Maori,85,329400,25.8044930176078
00-04,2012,Male Maori,0,44090,0
05-09,2012,Male Maori,0,38330,0
10-14,2012,Male Maori,4,37020,10.8049702863317
15-19,2012,Male Maori,21,34480,60.9048723897912
20-24,2012,Male Maori,13,27970,46.4783696818019
25-29,2012,Male Maori,9,20330,44.269552385637
30-34,2012,Male Maori,5,18470,27.0709258256632
35-39,2012,Male Maori,4,18980,21.0748155953635
40-44,2012,Male Maori,9,19800,45.4545454545455
45-49,2012,Male Maori,5,18750,26.6666666666667
50-54,2012,Male Maori,1,16820,5.94530321046373
55-59,2012,Male Maori,2,12920,15.4798761609907
60-64,2012,Male Maori,1,9790,10.2145045965271
65-69,2012,Male Maori,0,6530,0
70-74,2012,Male Maori,1,4640,21.551724137931
75-79,2012,Male Maori,0,2560,0
80+,2012,Male Maori,0,1850,0
Total,2012,Male Maori,75,333300,22.5022502250225
00-04,2013,Male Maori,0,43280,0
05-09,2013,Male Maori,0,39650,0
10-14,2013,Male Maori,0,36950,0
15-19,2013,Male Maori,13,35120,37.0159453302961
20-24,2013,Male Maori,17,28480,59.6910112359551
25-29,2013,Male Maori,6,20650,29.0556900726392
30-34,2013,Male Maori,7,18180,38.5038503850385
35-39,2013,Male Maori,9,18560,48.4913793103448
40-44,2013,Male Maori,6,19880,30.1810865191147
45-49,2013,Male Maori,3,18660,16.0771704180064
50-54,2013,Male Maori,1,17530,5.70450656018254
55-59,2013,Male Maori,1,13450,7.43494423791822
60-64,2013,Male Maori,0,10230,0
65-69,2013,Male Maori,0,7090,0
70-74,2013,Male Maori,0,4800,0
75-79,2013,Male Maori,0,2700,0
80+,2013,Male Maori,0,1950,0
Total,2013,Male Maori,63,337200,18.6832740213523
00-04,1996,Male Non-Maori,0,114580,0
05-09,1996,Male Non-Maori,0,116960,0
10-14,1996,Male Non-Maori,2,110080,1.81686046511628
15-19,1996,Male Non-Maori,25,110270,22.6716241951573
20-24,1996,Male Non-Maori,52,116880,44.4900752908966
25-29,1996,Male Non-Maori,46,119040,38.6424731182796
30-34,1996,Male Non-Maori,44,128120,34.3428036216047
35-39,1996,Male Non-Maori,39,128330,30.3903997506429
40-44,1996,Male Non-Maori,24,117050,20.5040580948313
45-49,1996,Male Non-Maori,25,113680,21.9915552427868
50-54,1996,Male Non-Maori,16,89080,17.961383026493
55-59,1996,Male Non-Maori,20,74980,26.6737796745799
60-64,1996,Male Non-Maori,12,63390,18.9304306672977
65-69,1996,Male Non-Maori,18,62930,28.6032099157794
70-74,1996,Male Non-Maori,16,50920,31.4218381775334
75-79,1996,Male Non-Maori,5,33290,15.0195253829979
80+,1996,Male Non-Maori,14,31550,44.3740095087163
Total,1996,Male Non-Maori,358,1581170,22.6414617024102
00-04,1997,Male Non-Maori,0,112840,0
05-09,1997,Male Non-Maori,0,120050,0
10-14,1997,Male Non-Maori,2,111240,1.79791441927364
15-19,1997,Male Non-Maori,38,110490,34.3922526925514
20-24,1997,Male Non-Maori,47,113480,41.4169897779344
25-29,1997,Male Non-Maori,51,119630,42.6314469614645
30-34,1997,Male Non-Maori,39,126850,30.744974379188
35-39,1997,Male Non-Maori,36,131470,27.3826728531224
40-44,1997,Male Non-Maori,36,119840,30.0400534045394
45-49,1997,Male Non-Maori,20,114000,17.5438596491228
50-54,1997,Male Non-Maori,19,94300,20.1484623541888
55-59,1997,Male Non-Maori,15,78660,19.06941266209
60-64,1997,Male Non-Maori,14,63450,22.0646178092987
65-69,1997,Male Non-Maori,11,62380,17.6338570054505
70-74,1997,Male Non-Maori,15,51930,28.8850375505488
75-79,1997,Male Non-Maori,7,34740,20.1496833621186
80+,1997,Male Non-Maori,12,32530,36.8890255149093
Total,1997,Male Non-Maori,362,1597910,22.6545925615335
00-04,1998,Male Non-Maori,0,111270,0
05-09,1998,Male Non-Maori,0,120540,0
10-14,1998,Male Non-Maori,2,113080,1.76865935620799
15-19,1998,Male Non-Maori,28,110890,25.2502479935071
20-24,1998,Male Non-Maori,49,109160,44.8882374496152
25-29,1998,Male Non-Maori,50,117440,42.574931880109
30-34,1998,Male Non-Maori,34,124420,27.3267963349944
35-39,1998,Male Non-Maori,38,133240,28.5199639747823
40-44,1998,Male Non-Maori,33,122170,27.0115412949169
45-49,1998,Male Non-Maori,27,113830,23.7195818325573
50-54,1998,Male Non-Maori,15,100650,14.903129657228
55-59,1998,Male Non-Maori,22,80510,27.3257980375109
60-64,1998,Male Non-Maori,17,64640,26.2995049504951
65-69,1998,Male Non-Maori,14,61470,22.7753375630389
70-74,1998,Male Non-Maori,12,52980,22.6500566251416
75-79,1998,Male Non-Maori,15,36490,41.1071526445602
80+,1998,Male Non-Maori,7,33280,21.0336538461538
Total,1998,Male Non-Maori,363,1606090,22.60147314285
00-04,1999,Male Non-Maori,0,109020,0
05-09,1999,Male Non-Maori,0,119890,0
10-14,1999,Male Non-Maori,2,114760,1.74276751481352
15-19,1999,Male Non-Maori,21,111260,18.8747078914255
20-24,1999,Male Non-Maori,36,105710,34.0554346797843
25-29,1999,Male Non-Maori,43,113230,37.9758014660426
30-34,1999,Male Non-Maori,36,121840,29.5469468154957
35-39,1999,Male Non-Maori,41,133210,30.7784700848285
40-44,1999,Male Non-Maori,24,124070,19.3439187555412
45-49,1999,Male Non-Maori,24,113930,21.0655665759677
50-54,1999,Male Non-Maori,25,105500,23.696682464455
55-59,1999,Male Non-Maori,19,82940,22.9081263564022
60-64,1999,Male Non-Maori,15,66380,22.597167821633
65-69,1999,Male Non-Maori,4,60820,6.57678395264716
70-74,1999,Male Non-Maori,15,53750,27.906976744186
75-79,1999,Male Non-Maori,9,38220,23.5478806907378
80+,1999,Male Non-Maori,8,34040,23.5017626321974
Total,1999,Male Non-Maori,322,1608580,20.0176553233287
00-04,2000,Male Non-Maori,0,107440,0
05-09,2000,Male Non-Maori,0,118040,0
10-14,2000,Male Non-Maori,2,116730,1.71335560695622
15-19,2000,Male Non-Maori,19,112150,16.941596076683
20-24,2000,Male Non-Maori,37,104280,35.4813962408899
25-29,2000,Male Non-Maori,42,108780,38.6100386100386
30-34,2000,Male Non-Maori,37,120110,30.8050953292815
35-39,2000,Male Non-Maori,32,131470,24.3401536472199
40-44,2000,Male Non-Maori,24,125940,19.0566936636494
45-49,2000,Male Non-Maori,18,114360,15.7397691500525
50-54,2000,Male Non-Maori,19,109100,17.4152153987168
55-59,2000,Male Non-Maori,16,84860,18.85458402074
60-64,2000,Male Non-Maori,9,69200,13.0057803468208
65-69,2000,Male Non-Maori,11,60190,18.2754610400399
70-74,2000,Male Non-Maori,12,54330,22.0872446162341
75-79,2000,Male Non-Maori,5,39430,12.6806999746386
80+,2000,Male Non-Maori,7,35590,19.6684461927508
Total,2000,Male Non-Maori,290,1612040,17.9896280489318
00-04,2001,Male Non-Maori,0,105810,0
05-09,2001,Male Non-Maori,0,115240,0
10-14,2001,Male Non-Maori,1,119040,0.84005376344086
15-19,2001,Male Non-Maori,22,113830,19.32706667838
20-24,2001,Male Non-Maori,45,105040,42.8408225437928
25-29,2001,Male Non-Maori,30,103730,28.9212378289791
30-34,2001,Male Non-Maori,34,118900,28.5954583683768
35-39,2001,Male Non-Maori,42,128820,32.6036329762459
40-44,2001,Male Non-Maori,41,127800,32.0813771517997
45-49,2001,Male Non-Maori,15,115540,12.9825168772719
50-54,2001,Male Non-Maori,14,111190,12.5910603471535
55-59,2001,Male Non-Maori,16,86930,18.4056137121822
60-64,2001,Male Non-Maori,13,73110,17.7814252496239
65-69,2001,Male Non-Maori,12,59680,20.1072386058981
70-74,2001,Male Non-Maori,10,54880,18.2215743440233
75-79,2001,Male Non-Maori,13,40540,32.067094227923
80+,2001,Male Non-Maori,9,37360,24.0899357601713
Total,2001,Male Non-Maori,317,1617440,19.598872292017
00-04,2002,Male Non-Maori,0,105610,0
05-09,2002,Male Non-Maori,0,114150,0
10-14,2002,Male Non-Maori,0,121920,0
15-19,2002,Male Non-Maori,15,116780,12.8446651823942
20-24,2002,Male Non-Maori,27,110420,24.4520920123166
25-29,2002,Male Non-Maori,30,102470,29.276861520445
30-34,2002,Male Non-Maori,26,119980,21.67027837973
35-39,2002,Male Non-Maori,35,127850,27.3758310520141
40-44,2002,Male Non-Maori,35,131190,26.678862718195
45-49,2002,Male Non-Maori,24,118480,20.2565833896016
50-54,2002,Male Non-Maori,21,111270,18.8730115934214
55-59,2002,Male Non-Maori,23,92030,24.991850483538
60-64,2002,Male Non-Maori,13,76610,16.9690640908498
65-69,2002,Male Non-Maori,10,60180,16.6168162180126
70-74,2002,Male Non-Maori,8,54880,14.5772594752187
75-79,2002,Male Non-Maori,4,41710,9.59002637257252
80+,2002,Male Non-Maori,9,39020,23.0650948231676
Total,2002,Male Non-Maori,280,1644530,17.0261412075183
00-04,2003,Male Non-Maori,0,106230,0
05-09,2003,Male Non-Maori,0,114210,0
10-14,2003,Male Non-Maori,0,123990,0
15-19,2003,Male Non-Maori,26,119340,21.7864923747277
20-24,2003,Male Non-Maori,20,117560,17.0125893160939
25-29,2003,Male Non-Maori,25,103300,24.2013552758955
30-34,2003,Male Non-Maori,29,121160,23.9352921756355
35-39,2003,Male Non-Maori,30,127670,23.4980809900525
40-44,2003,Male Non-Maori,33,134890,24.4643783823856
45-49,2003,Male Non-Maori,27,122170,22.1003519685684
50-54,2003,Male Non-Maori,22,111620,19.7097294391686
55-59,2003,Male Non-Maori,18,98410,18.2908241032415
60-64,2003,Male Non-Maori,15,78400,19.1326530612245
65-69,2003,Male Non-Maori,7,61580,11.3673270542384
70-74,2003,Male Non-Maori,11,54470,20.1946025335047
75-79,2003,Male Non-Maori,14,43030,32.5354403904253
80+,2003,Male Non-Maori,11,40800,26.9607843137255
Total,2003,Male Non-Maori,288,1678820,17.1549064223681
00-04,2004,Male Non-Maori,0,107440,0
05-09,2004,Male Non-Maori,0,113630,0
10-14,2004,Male Non-Maori,2,124780,1.60282096489822
15-19,2004,Male Non-Maori,21,121020,17.3525037183937
20-24,2004,Male Non-Maori,32,120690,26.5142099594001
25-29,2004,Male Non-Maori,30,104270,28.7714587129567
30-34,2004,Male Non-Maori,18,120780,14.903129657228
35-39,2004,Male Non-Maori,37,127600,28.9968652037618
40-44,2004,Male Non-Maori,25,137050,18.2415176942722
45-49,2004,Male Non-Maori,30,125780,23.8511687072667
50-54,2004,Male Non-Maori,17,112690,15.0856331528973
55-59,2004,Male Non-Maori,20,103380,19.3461017604953
60-64,2004,Male Non-Maori,15,80950,18.5299567634342
65-69,2004,Male Non-Maori,8,63330,12.6322438023054
70-74,2004,Male Non-Maori,8,54270,14.7411092684725
75-79,2004,Male Non-Maori,10,43930,22.7634873662645
80+,2004,Male Non-Maori,16,42650,37.5146541617819
Total,2004,Male Non-Maori,289,1704190,16.9582030172692
00-04,2005,Male Non-Maori,0,107930,0
05-09,2005,Male Non-Maori,0,113040,0
10-14,2005,Male Non-Maori,2,124150,1.61095449053564
15-19,2005,Male Non-Maori,25,123130,20.3037440103955
20-24,2005,Male Non-Maori,30,121370,24.7178050589108
25-29,2005,Male Non-Maori,34,105160,32.3316850513503
30-34,2005,Male Non-Maori,19,118930,15.9757840746658
35-39,2005,Male Non-Maori,28,128000,21.875
40-44,2005,Male Non-Maori,27,137420,19.6477950807743
45-49,2005,Male Non-Maori,26,129160,20.1300712294828
50-54,2005,Male Non-Maori,23,114380,20.1084105612869
55-59,2005,Male Non-Maori,30,107290,27.9615994034859
60-64,2005,Male Non-Maori,11,83160,13.2275132275132
65-69,2005,Male Non-Maori,12,66240,18.1159420289855
70-74,2005,Male Non-Maori,3,54140,5.5411895086812
75-79,2005,Male Non-Maori,7,44790,15.6284885018977
80+,2005,Male Non-Maori,8,44770,17.8691087781997
Total,2005,Male Non-Maori,285,1723080,16.5401490354482
00-04,2006,Male Non-Maori,0,108830,0
05-09,2006,Male Non-Maori,0,112780,0
10-14,2006,Male Non-Maori,1,122880,0.813802083333333
15-19,2006,Male Non-Maori,32,126260,25.3445271661651
20-24,2006,Male Non-Maori,35,121570,28.7899975322859
25-29,2006,Male Non-Maori,26,106560,24.3993993993994
30-34,2006,Male Non-Maori,21,116100,18.0878552971576
35-39,2006,Male Non-Maori,31,129210,23.9919510873771
40-44,2006,Male Non-Maori,27,136780,19.7397280304138
45-49,2006,Male Non-Maori,25,132350,18.8893086513034
50-54,2006,Male Non-Maori,29,116970,24.7926818842438
55-59,2006,Male Non-Maori,31,109810,28.2305800928877
60-64,2006,Male Non-Maori,11,85460,12.871518839223
65-69,2006,Male Non-Maori,8,70210,11.3943882637801
70-74,2006,Male Non-Maori,11,54090,20.3364762432982
75-79,2006,Male Non-Maori,1,45750,2.18579234972678
80+,2006,Male Non-Maori,13,47090,27.6067105542578
Total,2006,Male Non-Maori,302,1742720,17.3292324641939
00-04,2007,Male Non-Maori,0,110610,0
05-09,2007,Male Non-Maori,0,112670,0
10-14,2007,Male Non-Maori,1,121020,0.826309700875888
15-19,2007,Male Non-Maori,17,127140,13.3710869907189
20-24,2007,Male Non-Maori,32,120250,26.6112266112266
25-29,2007,Male Non-Maori,27,108870,24.800220446404
30-34,2007,Male Non-Maori,31,113100,27.4093722369584
35-39,2007,Male Non-Maori,33,130030,25.3787587479812
40-44,2007,Male Non-Maori,30,134950,22.2304557243423
45-49,2007,Male Non-Maori,27,135080,19.9881551673083
50-54,2007,Male Non-Maori,28,119520,23.4270414993307
55-59,2007,Male Non-Maori,20,109900,18.1983621474067
60-64,2007,Male Non-Maori,9,90260,9.97119432749834
65-69,2007,Male Non-Maori,10,73610,13.5851107186524
70-74,2007,Male Non-Maori,8,54790,14.6012045993794
75-79,2007,Male Non-Maori,10,46040,21.7202432667246
80+,2007,Male Non-Maori,10,49410,20.2388180530257
Total,2007,Male Non-Maori,293,1757260,16.6736851689562
00-04,2008,Male Non-Maori,0,112630,0
05-09,2008,Male Non-Maori,0,112410,0
10-14,2008,Male Non-Maori,0,119600,0
15-19,2008,Male Non-Maori,24,126860,18.9184928267381
20-24,2008,Male Non-Maori,41,119490,34.3124947694368
25-29,2008,Male Non-Maori,26,111290,23.3623865576422
30-34,2008,Male Non-Maori,25,110580,22.6080665581479
35-39,2008,Male Non-Maori,24,129040,18.598884066956
40-44,2008,Male Non-Maori,27,132920,20.3129702076437
45-49,2008,Male Non-Maori,37,137280,26.9522144522145
50-54,2008,Male Non-Maori,29,121930,23.7841384400886
55-59,2008,Male Non-Maori,28,109920,25.4730713245997
60-64,2008,Male Non-Maori,15,96300,15.5763239875389
65-69,2008,Male Non-Maori,9,75210,11.9664938173115
70-74,2008,Male Non-Maori,5,56290,8.882572392965
75-79,2008,Male Non-Maori,2,45860,4.36109899694723
80+,2008,Male Non-Maori,13,51600,25.1937984496124
Total,2008,Male Non-Maori,305,1769180,17.2396251370692
00-04,2009,Male Non-Maori,0,114760,0
05-09,2009,Male Non-Maori,0,112540,0
10-14,2009,Male Non-Maori,3,118820,2.52482747012288
15-19,2009,Male Non-Maori,33,126650,26.0560600078958
20-24,2009,Male Non-Maori,37,121000,30.5785123966942
25-29,2009,Male Non-Maori,13,113490,11.454753722795
30-34,2009,Male Non-Maori,35,109470,31.9722298346579
35-39,2009,Male Non-Maori,23,127160,18.0874488832966
40-44,2009,Male Non-Maori,28,131700,21.2604403948368
45-49,2009,Male Non-Maori,32,138350,23.1297434044091
50-54,2009,Male Non-Maori,33,124600,26.4847512038523
55-59,2009,Male Non-Maori,27,110780,24.3726304387073
60-64,2009,Male Non-Maori,13,101030,12.8674651093735
65-69,2009,Male Non-Maori,5,77690,6.43583472776419
70-74,2009,Male Non-Maori,9,58000,15.5172413793103
75-79,2009,Male Non-Maori,7,45830,15.2738380973162
80+,2009,Male Non-Maori,16,53770,29.7563697228938
Total,2009,Male Non-Maori,314,1785630,17.5848300039762
00-04,2010,Male Non-Maori,0,117010,0
05-09,2010,Male Non-Maori,0,112090,0
10-14,2010,Male Non-Maori,1,118890,0.841113634452014
15-19,2010,Male Non-Maori,15,126930,11.8175372252423
20-24,2010,Male Non-Maori,33,124120,26.5871737028682
25-29,2010,Male Non-Maori,24,114890,20.8895465227609
30-34,2010,Male Non-Maori,24,109220,21.973997436367
35-39,2010,Male Non-Maori,31,124360,24.9276294628498
40-44,2010,Male Non-Maori,29,131360,22.0767356881851
45-49,2010,Male Non-Maori,31,137940,22.4735392199507
50-54,2010,Male Non-Maori,27,127400,21.1930926216641
55-59,2010,Male Non-Maori,22,112280,19.5938724617029
60-64,2010,Male Non-Maori,19,104940,18.10558414332
65-69,2010,Male Non-Maori,10,79890,12.5172111653524
70-74,2010,Male Non-Maori,11,60730,18.1129589988474
75-79,2010,Male Non-Maori,7,46060,15.1975683890578
80+,2010,Male Non-Maori,14,55820,25.0806162665711
Total,2010,Male Non-Maori,298,1803990,16.5189385750475
00-04,2011,Male Non-Maori,0,118320,0
05-09,2011,Male Non-Maori,0,111490,0
10-14,2011,Male Non-Maori,1,118150,0.846381718154888
15-19,2011,Male Non-Maori,22,126340,17.4133291119202
20-24,2011,Male Non-Maori,38,127220,29.8695173714825
25-29,2011,Male Non-Maori,24,114530,20.9552082423819
30-34,2011,Male Non-Maori,23,109530,20.9988131105633
35-39,2011,Male Non-Maori,19,120160,15.8122503328895
40-44,2011,Male Non-Maori,24,131180,18.295471870712
45-49,2011,Male Non-Maori,32,136130,23.506941893778
50-54,2011,Male Non-Maori,21,129730,16.1874662761119
55-59,2011,Male Non-Maori,24,114320,20.9937018894332
60-64,2011,Male Non-Maori,20,107580,18.5908161368284
65-69,2011,Male Non-Maori,6,82240,7.29571984435798
70-74,2011,Male Non-Maori,5,64390,7.76518092871564
75-79,2011,Male Non-Maori,5,46150,10.8342361863489
80+,2011,Male Non-Maori,10,57980,17.247326664367
Total,2011,Male Non-Maori,274,1815480,15.0924273470377
00-04,2012,Male Non-Maori,0,118080,0
05-09,2012,Male Non-Maori,0,112220,0
10-14,2012,Male Non-Maori,1,116770,0.856384345294168
15-19,2012,Male Non-Maori,28,125360,22.3356732610083
20-24,2012,Male Non-Maori,38,128890,29.4825044611684
25-29,2012,Male Non-Maori,27,114030,23.6779794790845
30-34,2012,Male Non-Maori,14,109820,12.7481333090512
35-39,2012,Male Non-Maori,27,115970,23.281883245667
40-44,2012,Male Non-Maori,36,131120,27.4557657107993
45-49,2012,Male Non-Maori,30,133430,22.4836993179945
50-54,2012,Male Non-Maori,28,131830,21.2394750815444
55-59,2012,Male Non-Maori,17,116520,14.5897699965671
60-64,2012,Male Non-Maori,12,107670,11.145165784341
65-69,2012,Male Non-Maori,8,87100,9.18484500574053
70-74,2012,Male Non-Maori,8,67720,11.8133490844654
75-79,2012,Male Non-Maori,12,46860,25.6081946222791
80+,2012,Male Non-Maori,10,59650,16.7644593461861
Total,2012,Male Non-Maori,296,1823070,16.2363485768511
00-04,2013,Male Non-Maori,0,116990,0
05-09,2013,Male Non-Maori,0,114010,0
10-14,2013,Male Non-Maori,0,115220,0
15-19,2013,Male Non-Maori,18,125120,14.386189258312
20-24,2013,Male Non-Maori,27,131190,20.5808369540361
25-29,2013,Male Non-Maori,17,115580,14.7084270635058
30-34,2013,Male Non-Maori,17,111800,15.2057245080501
35-39,2013,Male Non-Maori,19,112990,16.815647402425
40-44,2013,Male Non-Maori,23,130240,17.6597051597052
45-49,2013,Male Non-Maori,41,131540,31.1692260909229
50-54,2013,Male Non-Maori,26,133930,19.4131262599866
55-59,2013,Male Non-Maori,28,118910,23.5472205869986
60-64,2013,Male Non-Maori,17,107840,15.7640949554896
65-69,2013,Male Non-Maori,8,93270,8.57724884743219
70-74,2013,Male Non-Maori,13,69490,18.7077277306087
75-79,2013,Male Non-Maori,6,48360,12.4069478908189
80+,2013,Male Non-Maori,15,61050,24.5700245700246
Total,2013,Male Non-Maori,275,1837490,14.9660678425461
00-04,1996,Maori,0,72720,0
05-09,1996,Maori,0,68700,0
10-14,1996,Maori,4,56130,7.12631391412792
15-19,1996,Maori,17,55560,30.5975521958243
20-24,1996,Maori,20,48590,41.1607326610414
25-29,1996,Maori,19,42920,44.2684063373719
30-34,1996,Maori,16,41490,38.5635092793444
35-39,1996,Maori,6,36230,16.5608611647806
40-44,1996,Maori,4,28300,14.1342756183746
45-49,1996,Maori,2,22380,8.93655049151028
50-54,1996,Maori,5,16310,30.6560392397302
55-59,1996,Maori,1,14070,7.10732054015636
60-64,1996,Maori,1,10360,9.65250965250965
65-69,1996,Maori,1,7030,14.2247510668563
70-74,1996,Maori,0,4220,0
75-79,1996,Maori,0,2270,0
80+,1996,Maori,0,1770,0
Total,1996,Maori,96,529000,18.1474480151229
00-04,1997,Maori,0,72740,0
05-09,1997,Maori,0,70540,0
10-14,1997,Maori,4,58120,6.88231245698555
15-19,1997,Maori,23,55270,41.6138954224715
20-24,1997,Maori,15,48850,30.7062436028659
25-29,1997,Maori,24,43840,54.7445255474453
30-34,1997,Maori,18,41540,43.3317284545017
35-39,1997,Maori,8,38090,21.0028878970858
40-44,1997,Maori,6,29710,20.1952204644901
45-49,1997,Maori,2,23520,8.50340136054422
50-54,1997,Maori,1,17100,5.84795321637427
55-59,1997,Maori,1,14370,6.9589422407794
60-64,1997,Maori,2,10770,18.5701021355617
65-69,1997,Maori,0,7390,0
70-74,1997,Maori,0,4490,0
75-79,1997,Maori,1,2360,42.3728813559322
80+,1997,Maori,0,1860,0
Total,1997,Maori,105,540500,19.4264569842738
00-04,1998,Maori,0,73260,0
05-09,1998,Maori,0,71670,0
10-14,1998,Maori,9,60570,14.8588410104012
15-19,1998,Maori,21,54670,38.4122919334187
20-24,1998,Maori,24,48980,48.9995916700694
25-29,1998,Maori,22,44620,49.305244285074
30-34,1998,Maori,14,41560,33.6862367661213
35-39,1998,Maori,8,40060,19.9700449326011
40-44,1998,Maori,5,31150,16.0513643659711
45-49,1998,Maori,6,24630,24.3605359317905
50-54,1998,Maori,3,18110,16.5654334621756
55-59,1998,Maori,2,14600,13.6986301369863
60-64,1998,Maori,1,11120,8.99280575539568
65-69,1998,Maori,0,7800,0
70-74,1998,Maori,2,4760,42.0168067226891
75-79,1998,Maori,0,2480,0
80+,1998,Maori,0,1970,0
Total,1998,Maori,117,552000,21.195652173913
00-04,1999,Maori,0,73620,0
05-09,1999,Maori,0,72220,0
10-14,1999,Maori,4,63350,6.31412786108919
15-19,1999,Maori,12,54110,22.1770467566069
20-24,1999,Maori,20,48660,41.101520756268
25-29,1999,Maori,14,45170,30.9940225813593
30-34,1999,Maori,15,42150,35.5871886120996
35-39,1999,Maori,4,41370,9.6688421561518
40-44,1999,Maori,7,32980,21.2249848392965
45-49,1999,Maori,0,25720,0
50-54,1999,Maori,1,19200,5.20833333333333
55-59,1999,Maori,0,14900,0
60-64,1999,Maori,0,11550,0
65-69,1999,Maori,0,8150,0
70-74,1999,Maori,0,5020,0
75-79,1999,Maori,0,2640,0
80+,1999,Maori,0,2050,0
Total,1999,Maori,77,562900,13.6791614851661
00-04,2000,Maori,0,74030,0
05-09,2000,Maori,0,72510,0
10-14,2000,Maori,1,66250,1.50943396226415
15-19,2000,Maori,12,54390,22.0628792057363
20-24,2000,Maori,15,47880,31.328320802005
25-29,2000,Maori,17,45620,37.2643577378343
30-34,2000,Maori,14,43040,32.5278810408922
35-39,2000,Maori,5,42160,11.8595825426945
40-44,2000,Maori,3,34810,8.61821315713875
45-49,2000,Maori,3,26830,11.1815132314573
50-54,2000,Maori,4,20440,19.5694716242661
55-59,2000,Maori,3,15050,19.9335548172757
60-64,2000,Maori,0,12220,0
65-69,2000,Maori,0,8460,0
70-74,2000,Maori,0,5340,0
75-79,2000,Maori,0,2820,0
80+,2000,Maori,0,2150,0
Total,2000,Maori,77,574000,13.4146341463415
00-04,2001,Maori,0,74490,0
05-09,2001,Maori,0,72640,0
10-14,2001,Maori,1,68810,1.45327713995059
15-19,2001,Maori,14,55590,25.1843856808779
20-24,2001,Maori,14,47920,29.2153589315526
25-29,2001,Maori,16,45290,35.3278869507618
30-34,2001,Maori,14,44210,31.6670436552816
35-39,2001,Maori,5,42350,11.8063754427391
40-44,2001,Maori,6,36590,16.3979229297622
45-49,2001,Maori,2,28170,7.0997515086972
50-54,2001,Maori,0,21730,0
55-59,2001,Maori,2,15370,13.0123617436565
60-64,2001,Maori,2,12740,15.6985871271586
65-69,2001,Maori,2,8860,22.5733634311512
70-74,2001,Maori,0,5590,0
75-79,2001,Maori,0,3070,0
80+,2001,Maori,0,2260,0
Total,2001,Maori,78,585700,13.3173979853167
00-04,2002,Maori,0,74410,0
05-09,2002,Maori,0,72340,0
10-14,2002,Maori,0,70460,0
15-19,2002,Maori,15,58860,25.4841997961264
20-24,2002,Maori,16,46730,34.2392467365718
25-29,2002,Maori,11,44020,24.9886415265788
30-34,2002,Maori,14,44880,31.1942959001783
35-39,2002,Maori,8,42190,18.9618392984119
40-44,2002,Maori,5,38380,13.0276185513288
45-49,2002,Maori,2,29560,6.765899864682
50-54,2002,Maori,4,22890,17.474879860201
55-59,2002,Maori,1,16210,6.16903146206046
60-64,2002,Maori,0,13080,0
65-69,2002,Maori,0,9280,0
70-74,2002,Maori,0,5890,0
75-79,2002,Maori,0,3310,0
80+,2002,Maori,0,2370,0
Total,2002,Maori,76,594900,12.7752563456043
00-04,2003,Maori,0,73960,0
05-09,2003,Maori,0,72260,0
10-14,2003,Maori,5,71260,7.01655907942745
15-19,2003,Maori,18,61750,29.1497975708502
20-24,2003,Maori,15,46580,32.2026620867325
25-29,2003,Maori,11,42710,25.7550924841957
30-34,2003,Maori,13,45170,28.7801638255479
35-39,2003,Maori,10,41810,23.9177230327673
40-44,2003,Maori,9,40090,22.4494886505363
45-49,2003,Maori,2,30880,6.47668393782383
50-54,2003,Maori,1,23940,4.17710944026734
55-59,2003,Maori,0,17310,0
60-64,2003,Maori,1,13360,7.48502994011976
65-69,2003,Maori,0,9630,0
70-74,2003,Maori,0,6280,0
75-79,2003,Maori,0,3520,0
80+,2003,Maori,0,2490,0
Total,2003,Maori,85,603000,14.0961857379768
00-04,2004,Maori,0,73850,0
05-09,2004,Maori,0,71920,0
10-14,2004,Maori,4,71460,5.59753708368318
